,Feeder_Category,CABLE_SIZE,No_of_times_exceeded_60_,LENGTH_OF_CABLE_MTRS_,NO__OF_JOINTS,AGE_YRS_,PILC,XLPE,DATE_ONLY,Average_Current,Peak_Current,Average_voltage,Peak_Voltage,target,Avg_Heat_Index,Peak_HI,Avg_humidity,Max_Humidity,Avg_TEMP,Max_TEMP,New_Summer,New_Monsoon,New_Winter,Feeder,Switch,Section Id,Pathid,Lat,Long,Feeder_Switch_ID_V1
98,0,1,0,1040.0,8.0,12.0,0,1,07-04-2017,114.4002083,160.03,11.04052083,11.16,0,30.66610788,36.71462925,67.4334375,84.85,28.3271875,32.79,1,0,0,30462,12852,12852-37610-6,Model Town,19.1957854,72.87170377,30462_12852_99
99,0,1,0,1040.0,8.0,12.0,0,1,08-04-2017,109.5004167,133.11,11.02447917,11.14,0,29.81481069,37.38603872,60.58239583,78.04,28.1675,33.94,1,0,0,30462,12852,12852-37610-6,SV Patel Nagar,19.3691927,72.87661893,30462_12852_100
100,0,0,0,640.0,10.0,18.0,1,0,16-04-2017,39.99552083,58.61,11.09697917,11.36,0,35.02514642,44.43004959,68.93385417,87.53,30.44760417,35.49,1,0,0,30470,11698,11698-36827-4,Mudran Press Colony,19.3737237,72.87719403,30470_11698_101
101,0,0,0,691.21,4.0,26.0,1,1,21-04-2017,13.77,13.77,10.97760417,11.23,0,35.43914212,42.12831422,72.61541667,83.02,29.98427083,33.78,1,0,0,30470,11698,11698-36827-4,Azad Nagar,19.3784337,72.87781203,30470_11698_102
102,1,0,0,802.0,4.0,22.75098814229249,1,1,21-04-2017,0.1,0.1,11.1796875,11.41,1,35.43914212,42.12831422,72.61541667,83.02,29.98427083,33.78,1,0,0,30470,11698,11698-36827-4,Bhudargarh Colony,19.1968157,72.87027243,30470_11698_103
103,0,0,0,142.8,4.0,22.75098814229249,1,0,23-04-2017,2.2728125,69.63,0.464791667,11.29,1,35.07584585,42.21667572,72.02625,83.04,29.89875,33.96,1,0,0,30470,11698,11698-36827-4,Amboli,19.2765367,72.87072653,30470_11698_104
104,0,0,0,1880.8,6.0,21.0,1,1,29-04-2017,0.0,0.0,11.10427083,11.36,0,33.87800501,41.33323843,73.62083333,84.01,29.30916667,33.55,1,0,0,30470,11698,11698-36827-4,Tepgaon,19.3859597,72.87045803,30470_11698_105
105,2,1,7,481.2,1.0,22.75098814229249,0,1,05-05-2017,64.1090625,221.99,11.06302083,11.38,1,39.41087308,47.36177721,76.45489583,85.71,30.98177083,34.32,1,0,0,30470,11698,11698-36827-4,Four Bungalows,19.3892347,72.87167203,30470_11698_106
106,0,0,0,1561.75,13.0,19.0,1,1,10-05-2017,34.71354167,108.32,6.440416667,11.35,0,37.78452896,45.9394831,75.786875,84.04,30.515,34.25,1,0,0,30470,11698,11698-36827-4,Navneeth Colony,19.4040797,72.87257063,30470_11698_107
107,0,0,0,1148.0,15.0,15.0,1,0,13-05-2017,18.36104167,102.44,11.10645833,11.32,1,37.98379083,48.12189486,72.04333333,83.94,30.93895833,35.0,1,0,0,30470,11698,11698-36827-4,Gilbert Hill,19.4135827,72.87298473,30470_11698_108
108,0,1,3,1800.0,15.0,5.0,0,1,13-05-2017,13.03354167,245.79,11.01197917,11.23,1,37.98379083,48.12189486,72.04333333,83.94,30.93895833,35.0,1,0,0,30470,11698,11698-36827-4,D.N.Nagar,19.4067817,72.87000853,30470_11698_109
109,2,1,5,1535.0,26.0,29.0,1,1,15-05-2017,9.35,155.61,11.04958333,11.43,1,38.38658747,44.95507945,75.3209375,83.99,30.77864583,33.89,1,0,0,30470,11698,11698-36827-4,Munshi Nagar,19.4259267,72.87022623,30470_11698_110
110,1,1,0,1755.14,8.0,7.0,0,1,18-05-2017,60.79541667,109.99,11.01447917,11.23,1,39.09960022,46.21449262,75.80989583,83.1,30.96135417,34.69,1,0,0,30470,11698,11698-36827-4,Lohana Colony,19.4518247,72.87984413,30470_11698_111
111,0,0,0,1123.7,10.0,18.0,1,1,20-05-2017,0.0,0.0,10.67135417,10.91,0,37.71464309,43.85436014,72.570625,81.46,30.8340625,34.32,1,0,0,30470,11698,11698-36827-4,Kapaswadi,19.4650577,72.87966753,30470_11698_112
112,1,0,0,1538.58,13.0,21.0,1,1,21-05-2017,31.87020833,52.51,11.00864583,11.36,1,36.7133094,42.73463382,69.87802083,78.02,30.73604167,34.18,1,0,0,30470,11698,11698-36827-4,Versova,19.0596036,72.87942175,30470_11698_113
113,0,1,7,974.35,4.0,22.75098814229249,0,1,27-05-2017,156.0,279.67,11.05125,11.34,1,39.6792576,46.38624614,74.861875,80.21,31.20489583,34.29,1,0,0,30470,11698,11698-36827-4,Mota Nagar,19.077611,72.87311264,30470_11698_114
114,0,0,5,885.0,13.0,15.0,1,0,27-05-2017,8.4109375,159.67,0.0,0.0,1,39.6792576,46.38624614,74.861875,80.21,31.20489583,34.29,1,0,0,30470,11698,11698-36827-4,Sher E Punjab Colony,19.096031,72.87877384,30470_11698_115
115,0,2,0,1736.63,2.0,42.0,1,1,27-05-2017,0.1,0.1,11.03052083,11.25,0,39.6792576,46.38624614,74.861875,80.21,31.20489583,34.29,1,0,0,30470,11698,11698-36827-4,Malpa Dongri,19.11442,72.8767282,30470_11698_116
116,0,0,5,766.7,14.0,17.0,1,0,02-06-2017,9.873333333,189.61,11.1134375,11.43,1,38.75633893,47.68128625,79.2171875,91.67,30.52322917,34.74,1,0,0,30470,11698,11698-36827-4,Jijamata Colony,19.9383357,72.87607983,30470_11698_117
117,0,1,7,1250.0,10.0,42.0,1,1,05-06-2017,23.32125,166.19,11.02677083,11.38,1,40.26906222,47.19354951,76.6246875,86.31,31.2446875,34.58,1,0,0,30470,11698,11698-36827-4,Natwar Nagar,19.9653097,72.87555613,30470_11698_118
118,0,1,6,1250.0,16.0,22.75098814229249,0,1,07-06-2017,15.71770833,237.03,11.0490625,11.38,1,36.04250221,44.03983997,77.4309375,88.51,29.71552083,33.91,1,0,0,30470,11698,11698-36827-4,Shanti Nagar,19.9236547,72.87844013,30470_11698_119
119,0,1,7,1023.0,7.0,10.0,0,1,08-06-2017,156.0,205.9,11.05385417,11.36,0,33.11056574,42.00956346,82.5121875,92.46,28.37239583,32.87,1,0,0,30470,11698,11698-36827-4,Gundavali Gaothan,19.9172597,72.87876523,30470_11698_120
120,1,1,0,745.6,7.0,22.75098814229249,1,0,09-06-2017,22.22875,50.68,11.06239583,11.4,1,32.88867907,41.94885393,84.31052083,93.34,28.17447917,32.84,1,0,0,30470,11698,11698-36827-4,Gundavali,19.9058387,72.87048613,30470_11698_121
121,0,0,0,582.8,20.0,15.0,1,1,11-06-2017,10.64,10.64,10.20177083,11.17,1,32.4581145,40.12809391,86.57416667,92.08,27.78489583,31.28,1,0,0,30470,11698,11698-36827-4,Azad Nagar,19.9019507,72.87131873,30470_11698_122
122,1,0,3,414.0,1.0,34.0,1,1,21-06-2017,5.51125,176.55,11.05364583,11.26,1,37.04283176,44.00546996,79.2521875,89.62,29.8790625,32.85,1,0,0,30470,11698,11698-36827-4,Railway Colony,19.3365794,72.8752763,30470_11698_123
123,0,1,0,533.1,5.0,22.75098814229249,0,1,25-06-2017,0.55125,7.32,11.07625,11.41,1,27.70193862,38.0982232,89.58822917,94.11,25.82635417,29.96,1,0,0,30470,11698,11698-36827-4,Kondivita,19.3348807,72.87489483,30470_11698_124
124,1,1,0,745.6,7.0,22.75098814229249,1,0,02-07-2017,6.080625,27.44,11.056875,11.0,1,30.93599203,42.14771558,89.600625,93.93,27.1134375,31.82,0,1,0,30470,11698,11698-36827-4,Hanuman Nagar,19.3196667,72.87441203,30470_11698_125
125,0,0,0,771.0,11.0,22.75098814229249,1,1,03-07-2017,5.442083333,116.17,11.12020833,11.45,1,35.44976397,42.94025493,84.23822917,92.58,28.9734375,32.03,0,1,0,30470,11698,11698-36827-4,Bima Nagar,19.3690927,72.87660893,30470_11698_126
126,2,1,0,332.86,2.0,7.0,0,1,24-07-2017,25.29,25.29,11.07927083,11.53,0,34.32486334,38.51451391,84.63802083,90.04,28.52635417,30.34,0,1,0,30470,11698,11698-36827-4,Vijay Nagar,19.2993897,72.87912743,30470_11698_127
127,0,1,0,433.0,8.0,12.0,0,1,26-07-2017,109.3742708,128.46,11.08291667,11.37,0,33.76901364,38.93538255,84.1259375,89.71,28.37354167,30.65,0,1,0,30470,11698,11698-36827-4,Bhim Nagar,19.4315457,72.87378083,30470_11698_128
128,0,0,0,864.0,7.0,20.0,1,1,30-07-2017,0.1,0.1,11.01166667,11.17,0,32.97859602,39.63330076,83.8509375,88.96,28.11479167,31.02,0,1,0,30470,11698,11698-36827-4,Mota Nagar,19.4165047,72.87016483,30470_11698_129
129,0,0,7,620.0,10.0,20.0,1,1,06-06-2016,17.565625,197.07,11.04135417,11.39,1,42.39300655,48.73994901,83.04447917,89.96,31.15229167,33.69,1,0,0,30470,11698,11698-36827-4,Sai Wadi,19.5526907,72.87302863,30470_11698_130
130,0,0,7,766.7,14.0,17.0,1,0,25-05-2017,22.488125,190.73,11.08625,11.33,1,39.71772925,46.18215576,77.1021875,82.34,31.00083333,34.44,1,0,0,30470,11698,11698-36827-4,Tarun Bharat,19.4108667,72.87285323,30470_11698_131
131,0,0,0,540.6,2.0,19.0,1,1,31-03-2016,109.277093,130.28,11.01885417,11.26,0,31.29417441,37.91938469,74.77177083,91.66,28.2390625,32.32,1,0,0,30470,11698,11698-36827-4,Koldongri,19.0008555,72.87693783,30470_11698_132
132,0,0,7,620.0,10.0,20.0,1,1,17-05-2016,26.65364583,175.99,11.0596875,11.31,1,42.23034196,49.71246692,87.1221875,92.88,30.70635417,33.52,1,0,0,30470,11698,11698-36827-4,J B Nagar,19.009883,72.87206293,30470_11698_133
133,0,0,3,855.0,5.0,17.0,1,1,19-06-2016,95.86239583,147.13,11.11010417,11.34,1,39.02452872,43.97388594,88.554375,97.38,29.68166667,31.67,1,0,0,30470,11698,11698-36827-4,Chakala,19.0268671,72.87339546,30470_11698_134
134,0,2,0,1594.96,13.0,42.0,1,0,14-09-2016,6.2521875,44.86,10.90520833,11.1,1,34.44453997,40.590764,92.80416667,100.0,28.12822917,30.68,0,1,0,30470,11698,11698-36827-4,BEST Colony,19.0315646,72.87725121,30470_11698_135
135,0,0,0,1733.83,13.0,32.0,1,1,06-10-2016,0.1003125,1.03,11.0009375,11.22,1,29.14887856,35.55188897,95.88052083,100.0,26.36520833,28.57,0,1,0,30470,11698,11698-36827-4,Daulat Nagar,19.096131,72.87878384,30470_11698_136
136,1,1,7,1836.8,20.0,22.75098814229249,1,1,09-05-2017,139.7521875,317.0,11.03791667,11.3,1,37.8165702,45.23360057,75.004375,83.67,30.63447917,34.99,1,0,0,30470,11698,11698-36827-4,Koliwada,19.3349807,72.87490483,30470_11698_137
137,0,0,7,1609.71,26.0,20.0,1,1,23-06-2017,28.80395833,159.5,10.55760417,11.09,1,38.53621754,46.11488914,80.1621875,90.27,30.31729167,33.88,1,0,0,30470,11698,11698-36827-4,Suresh Colony,19.4216687,72.87336073,30470_11698_138
138,0,0,0,885.0,13.0,15.0,1,0,08-06-2016,9.619166667,138.38,11.01385417,11.2,1,42.6409659,50.89416007,81.72875,88.51,31.3584375,33.93,1,0,0,30470,11698,11698-36827-4,MSEB Colony,19.4699617,72.87989603,30470_11698_139
139,0,0,7,367.4,10.0,15.0,1,0,06-05-2017,92.899375,317.0,11.10395833,11.43,1,38.90666632,48.06564009,76.95270833,85.26,30.74,34.47,1,0,0,30470,11698,11698-36827-4,Vile Parle East,19.007148,72.87640853,30470_11698_140
140,1,1,0,988.8,2.0,12.0,0,1,09-07-2016,36.75125,49.52,11.18489583,11.38,0,34.04208333,36.96,95.47166667,100.0,27.81114583,28.8,0,1,0,30470,11698,11698-36827-4,Daulat Nagar,19.0010784,72.87689815,30470_11698_141
141,0,2,0,463.6,1.0,15.0,1,1,21-01-2016,1.500416667,1.51,11.01677083,11.19,0,25.71291566,28.98911887,51.00572917,67.0,24.163125,29.76,0,0,1,30470,11698,11698-36827-4,BEST Colony,19.0034868,72.87860184,30470_11698_142
142,0,0,7,640.0,10.0,18.0,1,0,10-04-2016,93.2996875,261.39,11.00895833,11.31,1,33.27924247,38.36284023,67.87895833,83.51,29.68375,33.72,1,0,0,30470,11698,11698-36827-4,Khira Nagar,19.1236591,72.87554559,30470_11698_143
143,0,0,1,715.4,5.0,20.0,1,1,06-01-2016,5.376458333,189.26,11.113125,11.5,1,26.72783764,32.84680844,57.51572917,76.46,25.79927083,32.59,0,0,1,30470,11698,11698-36827-4,Kothu Wadi,19.8986957,72.87600723,30470_11698_144
144,0,0,5,550.0,5.0,12.0,1,1,21-05-2016,31.81677083,194.76,10.92354167,11.23,1,43.81713938,49.01716061,83.6084375,89.64,31.47979167,33.78,1,0,0,30470,11698,11698-36827-4,Hasmukh Nagar,19.8731337,72.87582213,30470_11698_145
145,0,1,7,350.0,3.0,12.0,0,1,31-05-2016,156.0,261.03,10.90541667,11.2,1,42.5986186,48.22343936,80.75822917,88.63,31.48083333,34.35,1,0,0,30470,11698,11698-36827-4,Shastri Nagar,19.8994617,72.87205153,30470_11698_146
146,1,0,0,325.0,4.0,29.0,1,1,26-01-2017,22.86447917,30.97,10.84875,11.36,1,27.37546363,32.10186073,53.48875,64.2,26.44302083,32.54,0,0,1,30470,11698,11698-36827-4,Railway Colony,19.3364794,72.8752663,30470_11698_147
147,2,0,5,835.1,8.0,15.0,1,1,02-04-2017,26.84020833,176.12,11.041875,11.25,1,32.67351863,40.16093219,74.94520833,89.31,28.89447917,33.65,1,0,0,30470,11698,11698-36827-4,GOI Staff Colony,19.2930854,72.87179077,30470_11698_148
148,1,1,0,800.0,9.571917808219178,22.75098814229249,0,1,01-02-2016,1.367708333,1.38,10.99257732,11.19,0,26.93268897,31.97260268,66.6734375,82.02,26.09854167,31.45,0,0,1,30470,11698,11698-36827-4,Potohar Nagar,19.1956854,72.87169377,30470_11698_149
149,0,0,0,1123.7,10.0,18.0,1,1,24-11-2016,0.00625,0.11,10.6525,10.83,0,28.39789544,33.52975157,57.47802083,77.12,27.60427083,34.3,0,0,1,30470,11698,11698-36827-4,Vithaldas Nagar,19.3316637,72.87578723,30470_11698_150
150,0,1,0,1023.0,7.0,10.0,0,1,09-01-2016,26.92979167,129.57,10.999375,11.25,1,26.10204535,31.77722943,60.82270833,77.15,25.29270833,31.33,0,0,1,30470,11698,11698-36827-4,Willingdon,19.2764367,72.87071653,30470_11698_151
151,0,0,0,1812.4,13.0,22.0,1,0,04-03-2016,45.82041667,72.56,10.90614583,11.12,1,30.83099231,35.0045079,64.38,75.55,28.62916667,32.45,1,0,0,30470,11698,11698-36827-4,Juhu Koliwada,19.4039797,72.87256063,30470_11698_152
152,0,1,0,1023.0,7.0,10.0,0,1,21-07-2016,40.17885417,161.75,10.95979167,11.28,1,28.05166667,34.37,99.22239583,100.0,25.88760417,28.05,0,1,0,30470,11698,11698-36827-4,Govind Nagar,19.4344067,72.87014633,30470_11698_153
153,0,0,0,1812.4,13.0,22.0,1,0,25-01-2016,52.14635417,67.38,10.91052083,11.14,0,25.91446561,28.94234103,50.20145833,64.66,24.73489583,30.33,0,0,1,30470,11698,11698-36827-4,Koliwada,19.4517247,72.87987213,30470_11698_154
154,0,0,0,1812.4,13.0,22.0,1,0,08-02-2016,51.98208333,70.51,10.90166667,11.11,0,25.14576067,29.93016832,65.54291667,81.72,23.91989583,29.53,0,0,1,30470,11698,11698-36827-4,Danda Village,19.5048797,72.87046173,30470_11698_155
155,2,1,4,996.28,13.0,40.0,1,1,13-10-2016,28.77177083,201.08,11.13,11.37,1,32.25334017,41.23611155,87.74552083,96.86,27.71322917,31.74,0,1,0,30470,11698,11698-36827-4,Agripada,19.5327167,72.87308703,30470_11698_156
156,0,0,0,865.41,9.0,21.0,1,1,05-08-2016,90.37270833,134.42,11.00197917,11.31,1,30.38267078,34.07644917,99.586875,100.0,26.58552083,27.63,0,1,0,30470,11698,11698-36827-4,Vile Parle East,19.5504727,72.87287663,30470_11698_157
157,0,1,0,2487.0,11.0,9.0,0,1,04-03-2016,39.97927083,54.0,10.9965625,11.24,0,30.83099231,35.0045079,64.38,75.55,28.62916667,32.45,1,0,0,30470,11698,11698-36827-4,Prabhat Colony,19.5507727,72.87290663,30470_11698_158
158,0,1,0,1480.0,12.0,4.0,0,1,07-02-2017,54.83083333,79.74,10.85739583,11.17,0,25.42906931,31.6605704,66.90166667,80.75,24.095625,29.82,0,0,1,30470,11698,11698-36827-4,Anand Nagar,19.5516727,72.87299663,30470_11698_159
159,0,0,7,114.1,23.0,23.0,1,0,06-01-2016,53.25572917,178.81,11.07072917,11.31,1,26.72783764,32.84680844,57.51572917,76.46,25.79927083,32.59,0,0,1,30470,11698,11698-36827-4,Golibar,19.5489497,72.87299003,30470_11698_160
160,0,0,7,1609.71,26.0,20.0,1,1,28-03-2016,71.11541667,184.7,10.77145833,11.01,1,33.41387003,42.54965209,61.15625,77.8,30.33697917,35.93,1,0,0,30470,11698,11698-36827-4,Hanuman Tekdi,19.5432477,72.87327113,30470_11698_161
161,0,0,0,869.43,5.0,32.0,1,1,21-11-2016,32.2978125,102.44,11.00822917,11.22,1,28.49028552,33.88266809,60.24291667,83.25,27.75802083,34.3,0,0,1,30470,11698,11698-36827-4,Sen Nagar,19.4636497,72.87074063,30470_11698_162
162,2,1,0,996.28,13.0,40.0,1,1,21-12-2016,61.30489583,93.65,11.09458333,11.39,0,28.15353132,33.93585845,55.83625,72.79,27.278125,33.71,0,0,1,30470,11698,11698-36827-4,Vakola,19.4378897,72.87394763,30470_11698_163
163,0,1,0,280.0,3.0,10.0,0,1,05-01-2017,46.68385417,62.86,11.1065625,11.29,0,26.06932029,31.24060755,59.36479167,75.32,24.90833333,31.14,0,0,1,30470,11698,11698-36827-4,Union Park,19.3919077,72.87201733,30470_11698_164
164,1,0,0,629.301,12.0,34.0,1,0,29-01-2016,7.176666667,26.54,11.070625,11.28,1,25.86000754,31.74423177,63.56802083,76.76,24.85666667,30.84,0,0,1,30470,11698,11698-36827-4,Golibar,19.3873307,72.87117713,30470_11698_165
165,0,0,7,480.7,3.0,20.0,1,0,15-06-2016,132.1344792,145.02,11.19083333,11.42,0,42.05124741,47.72018817,84.615625,97.97,30.91458333,33.18,1,0,0,30470,11698,11698-36827-4,Jawahar Nagar,19.005726,72.87633883,30470_11698_166
166,0,2,0,1139.9,7.0,22.75098814229249,1,1,21-07-2016,26.2278125,72.73,10.99802083,11.33,1,28.05166667,34.37,99.22239583,100.0,25.88760417,28.05,0,1,0,30470,11698,11698-36827-4,Veer Desai Industrial Estate,19.0002267,72.87704756,30470_11698_167
167,2,1,0,996.28,13.0,40.0,1,1,25-07-2016,33.12364583,119.24,11.0934375,11.34,1,32.21,37.09,94.39760417,100.0,27.36,28.92,0,1,0,30470,11698,11698-36827-4,MHADA Colony,19.001215,72.87722174,30470_11698_168
168,0,1,1,330.0,2.0,22.75098814229249,0,1,29-06-2017,14.61239583,305.47,11.05916667,11.26,1,33.17363625,39.97498801,87.9225,94.68,27.97177083,30.92,1,0,0,30470,11698,11698-36827-4,Suvarna Nagar,19.020337,72.87284399,30470_11698_169
169,1,0,0,824.0,15.0,16.0,1,1,11-07-2017,61.71166667,94.04,11.0934375,11.29,0,36.06319899,42.7183396,79.80885417,89.94,29.49239583,32.34,0,1,0,30470,11698,11698-36827-4,Vallabh Nagar Society,19.9130437,72.87704453,30470_11698_170
170,1,0,0,2206.0,18.0,32.0,1,1,12-03-2016,20.1934375,59.47,11.07552083,11.32,1,29.39341772,34.41570119,65.74979167,80.11,27.7471875,31.42,1,0,0,30470,11698,11698-36827-4,JVPD Scheme,19.9060467,72.87598883,30470_11698_171
171,0,0,7,865.41,9.0,21.0,1,1,12-07-2016,137.8671875,231.43,10.66583333,11.04,0,32.7303125,38.24,93.6115625,98.1,27.48447917,28.91,0,1,0,30470,11698,11698-36827-4,Airport Area,19.8792297,72.87480403,30470_11698_172
172,2,2,0,583.3,9.0,20.0,1,0,02-09-2016,99.77635417,124.9,11.06291667,11.43,0,32.65081501,40.62677711,96.25729167,100.0,27.38083333,30.15,0,1,0,30470,11698,11698-36827-4,Suresh Colony,19.3367694,72.875296,30470_11698_173
173,0,0,0,1150.0,25.0,17.0,1,1,04-09-2016,38.88520833,112.7,11.09822917,11.36,1,33.29119644,40.64469303,90.49760417,100.0,27.9034375,30.68,0,1,0,30470,11698,11698-36827-4,Prem Nagar,19.3375794,72.875363,30470_11698_174
174,0,1,7,371.0,5.0,42.0,1,0,27-01-2017,106.8938542,133.5,11.12864583,11.28,0,27.22037481,33.16077862,53.52354167,67.32,26.22260417,32.35,0,0,1,30470,11698,11698-36827-4,Tata Colony,19.3197667,72.87442203,30470_11698_175
175,0,0,0,1150.0,25.0,17.0,1,1,01-02-2017,35.29166667,104.05,11.0996875,11.27,1,27.9293146,34.35076887,51.08822917,64.3,26.65364583,33.4,0,0,1,30470,11698,11698-36827-4,Irla,19.3408307,72.87528643,30470_11698_176
176,0,0,0,1600.0,9.571917808219178,26.0,1,1,12-03-2017,15.296875,44.14,11.07135417,11.27,1,26.30974118,30.33728194,50.10583333,62.44,25.28322917,30.37,1,0,0,30470,11698,11698-36827-4,Suvarna Nagar,19.3159217,72.87762083,30470_11698_177
177,0,1,0,889.22,12.0,39.0,1,0,17-07-2017,92.70875,115.33,11.1978125,11.35,0,25.84065422,30.34948767,93.1778125,95.44,25.09729167,26.8,0,1,0,30470,11698,11698-36827-4,Kamala Nagar,19.3100737,72.87820053,30470_11698_178
178,1,0,0,445.0,8.0,17.0,1,0,20-03-2016,13.54760417,14.48,11.0425,11.24,0,27.593649,33.73458121,75.62239583,91.68,26.29791667,30.75,1,0,0,30470,11698,11698-36827-4,Suresh Colony,19.4345067,72.87015633,30470_11698_179
179,2,0,7,1165.6,23.0,20.0,1,0,11-04-2016,52.2115625,317.0,11.06208333,11.25,1,36.01305447,41.38546061,74.11583333,88.03,30.21229167,34.68,1,0,0,30470,11698,11698-36827-4,Irla,19.005626,72.87632883,30470_11698_180
180,2,0,0,687.1,6.0,42.0,1,0,02-07-2016,36.56677083,126.08,11.02927083,11.28,1,29.77479167,34.09,99.7446875,100.0,26.40822917,27.84,0,1,0,30470,11698,11698-36827-4,Prem Nagar,19.000919,72.87650513,30470_11698_181
181,0,0,0,501.6,7.0,15.0,1,0,02-01-2016,67.32895833,85.65,11.07458333,11.26,0,27.11163704,31.9345322,51.08802083,71.09,26.49291667,32.68,0,0,1,30470,11698,11698-36827-4,Tata Colony,19.000699,72.87709172,30470_11698_182
182,1,0,0,1299.0,7.0,20.0,1,1,02-11-2016,31.761875,67.09,11.0,11.44,1,30.42832077,38.12012101,61.729375,70.8,28.33260417,34.08,0,0,1,30470,11698,11698-36827-4,Suvarna Nagar,19.000243,72.87741619,30470_11698_183
183,1,1,0,760.0,9.0,12.0,0,1,20-11-2016,130.420625,144.44,11.08864583,11.28,0,28.9815933,33.98373038,63.02895833,76.85,27.51864583,33.8,0,0,1,30470,11698,11698-36827-4,Vallabh Nagar Society,19.024692,72.87316626,30470_11698_184
184,0,0,0,1074.5,13.0,42.0,1,0,01-02-2017,66.4715625,85.45,11.02927083,11.2,0,27.9293146,34.35076887,51.08822917,64.3,26.65364583,33.4,0,0,1,30470,11698,11698-36827-4,JVPD Scheme,19.063746,72.87782715,30470_11698_185
185,0,0,0,580.6,7.0,22.75098814229249,1,0,18-03-2017,7.009166667,117.68,11.04395833,11.16,1,29.53543065,35.27412114,58.55510417,76.53,28.2571875,32.92,1,0,0,30470,11698,11698-36827-4,Kamala Nagar,19.091698,72.8799039,30470_11698_186
186,0,0,7,885.0,13.0,15.0,1,0,04-04-2017,110.8097917,185.06,0.0,0.0,1,32.67351863,40.16093219,74.94520833,89.31,28.89447917,33.65,1,0,0,30470,11698,11698-36827-4,Airport Area,19.8943047,72.87301603,30470_11698_187
187,1,0,1,805.0,4.0,35.0,1,0,03-01-2016,42.69291667,157.39,11.13083333,11.28,1,27.14418972,31.71592072,53.6246875,71.62,26.3296875,31.99,0,0,1,30470,11698,11698-36827-4,Suresh Colony,19.3366794,72.8752863,30470_11698_188
188,0,0,0,1733.83,13.0,32.0,1,1,11-08-2016,18.06583333,76.57,11.01010417,11.21,1,33.60709177,38.33301945,94.210625,99.86,27.74697917,29.37,0,1,0,30470,11698,11698-36827-4,Railway Police Colony,19.3193837,72.87388523,30470_11698_189
189,0,2,0,339.3,10.0,22.75098814229249,1,1,28-10-2016,58.3984375,72.36,11.00083333,11.25,0,30.27963373,34.83286145,67.18322917,81.66,28.22979167,33.12,0,1,0,30470,11698,11698-36827-4,Marol,19.3534207,72.87591053,30470_11698_190
190,0,1,0,1146.2,2.0,12.0,0,1,24-04-2017,91.7425,163.11,10.89427083,11.21,1,33.91700309,39.56028368,69.520625,78.62,29.61604167,33.04,1,0,0,30470,11698,11698-36827-4,Paranjape Nagar,19.1967157,72.87026243,30470_11698_191
191,0,0,0,181.0,3.0,24.0,1,1,13-05-2017,107.0707292,127.5,11.01979167,11.34,0,37.98379083,48.12189486,72.04333333,83.94,30.93895833,35.0,1,0,0,30470,11698,11698-36827-4,Kamala Nagar,19.2555167,72.87131593,30470_11698_192
192,1,0,0,1641.0,16.0,20.0,1,1,05-01-2016,9.125,19.21,10.97677083,11.19,0,26.42958503,32.88980647,57.17072917,72.38,25.28302083,32.04,0,0,1,30470,11698,11698-36827-4,Suresh Colony,19.5084057,72.87109363,30470_11698_193
193,1,1,0,456.2,4.0,5.0,0,1,21-02-2016,5.870520833,16.85,11.061875,11.23,1,29.47667229,34.72625823,62.35510417,73.46,27.92635417,31.72,0,0,1,30470,11698,11698-36827-4,Chhatrapati Shivaji International Airport Area,19.5243087,72.87286603,30470_11698_194
194,0,1,0,511.0,4.0,4.0,0,1,09-03-2016,102.9727083,135.92,10.9984375,11.21,0,29.45376923,33.82684532,59.67583333,71.62,28.0984375,32.24,1,0,0,30470,11698,11698-36827-4,Vile Parle East,19.5514727,72.87297663,30470_11698_195
195,0,2,0,1594.96,13.0,42.0,1,0,30-06-2016,35.818125,47.31,10.92583333,11.15,0,29.72093144,37.48469857,97.52875,100.0,26.44770833,29.27,1,0,0,30470,11698,11698-36827-4,Mhada Colony,19.4736117,72.87303113,30470_11698_196
196,0,2,0,337.0,9.0,20.0,1,1,31-07-2016,20.11302083,59.07,10.99770833,11.17,1,27.80166667,30.94,99.98854167,100.0,25.80322917,26.76,0,1,0,30470,11698,11698-36827-4,Parle Colony,19.4017757,72.87246013,30470_11698_197
197,2,1,0,1535.0,26.0,29.0,1,1,24-12-2016,19.16479167,52.52,11.03385417,11.21,1,26.34864381,33.35488083,64.6171875,78.54,25.16302083,32.09,0,0,1,30470,11698,11698-36827-4,Netaji Subhash Nagar,19.001272,72.87685938,30470_11698_198
198,0,1,0,1800.0,15.0,5.0,0,1,14-02-2017,87.45197917,130.34,10.01916667,11.17,0,28.32307668,37.42805295,56.4003125,72.07,27.10447917,35.12,0,0,1,30470,11698,11698-36827-4,Paranjape Nagar,19.000799,72.87710172,30470_11698_199
199,0,0,1,1600.0,9.571917808219178,26.0,1,1,17-02-2017,24.51072917,168.7,11.0409375,11.23,1,29.99032398,37.89629038,47.66510417,65.88,29.26364583,36.28,0,0,1,30470,11698,11698-36827-4,Kamala Nagar,19.05827,72.87982613,30470_11698_200
200,1,2,0,1089.54,13.0,33.0,1,0,18-04-2017,41.1753125,73.9,10.74958333,11.02,1,35.60057276,45.2447146,70.20697917,87.61,30.51322917,36.73,1,0,0,30850,11932,11932-13671-2,Park Road,19.1039198,72.87759003,30850_11932_201
